cust_id	month	amount
0000000013	201701	3246
0000000012	201710	8670
0000000010	201707	6582
0000000009	201712	4347
0000000002	201708	4180
0000000011	201702	4410
0000000015	201701	6875
0000000021	201705	712
0000000006	201712	2822
0000000006	201803	953
0000000016	201708	6460
0000000015	201804	8747
0000000005	201705	3410
0000000018	201706	1481
0000000009	201707	3107
0000000002	201802	7416
0000000009	201806	1710
0000000021	201709	7774
0000000005	201710	5187
0000000006	201711	6703
0000000015	201801	2894
0000000009	201802	7222
0000000008	201801	8775
0000000008	201711	9983
0000000009	201704	3750
0000000009	201707	1208
0000000015	201802	9060
0000000016	201708	9192
0000000012	201801	1766
0000000018	201702	4004
0000000013	201704	6666
0000000018	201702	748
0000000021	201804	1751
0000000018	201712	111
0000000007	201803	6790
0000000008	201804	7612
0000000013	201706	2016
0000000009	201702	8081
0000000018	201711	4982
0000000019	201709	7405
0000000008	201805	4877
0000000003	201703	205
0000000010	201804	4729
0000000017	201803	1936
0000000020	201801	1396
0000000014	201805	7831
0000000005	201702	9901
0000000019	201805	8597
0000000014	201712	8051
0000000009	201707	8330
0000000010	201703	5008
0000000020	201802	924
0000000003	201702	1626
0000000011	201708	5383
0000000010	201712	4300
0000000012	201806	7616
0000000009	201701	1206
0000000006	201804	7986
0000000016	201706	8506
0000000021	201803	2163
0000000005	201702	8938
0000000011	201710	96
0000000018	201702	3064
0000000004	201803	4536
0000000012	201710	7603
0000000010	201806	4513
0000000002	201806	290
0000000006	201706	6515
0000000012	201703	1136
0000000007	201805	6770
0000000002	201712	1590
0000000012	201802	7998
0000000017	201704	7305
0000000021	201708	7134
0000000019	201707	2146
0000000010	201707	6799
0000000019	201712	5982
0000000008	201804	8543
0000000002	201801	291
0000000012	201704	7603
0000000002	201712	1531
0000000019	201703	1780
0000000019	201702	3699
0000000008	201803	7862
0000000017	201704	3940
0000000016	201706	9836
0000000012	201710	802
0000000018	201707	4539
0000000017	201709	8650
0000000004	201706	5589
0000000018	201703	7209
0000000015	201803	9917
0000000021	201804	3928
0000000008	201710	3643
0000000020	201711	6792
0000000008	201703	1336
0000000015	201710	6107
0000000011	201804	2721
0000000004	201711	9245
0000000021	201704	9795
0000000002	201705	4565
0000000018	201711	4047
0000000002	201711	5803
0000000006	201801	6563
0000000009	201711	2103
0000000021	201711	2776
0000000018	201804	7996
0000000006	201706	1156
0000000016	201710	658
0000000018	201804	8990
0000000010	201803	9650
0000000003	201801	2661
0000000012	201701	3782
0000000016	201802	1878
0000000009	201705	7657
0000000008	201702	8107
0000000019	201702	5083
0000000002	201701	4563
0000000004	201710	6950
0000000019	201705	3090
0000000016	201703	2830
0000000021	201704	2716
0000000009	201701	2082
0000000018	201708	1648
0000000014	201804	2619
0000000018	201804	3602
0000000003	201801	3082
0000000020	201703	7435
0000000021	201708	271
0000000010	201711	4379
0000000010	201703	9364
0000000014	201702	4590
0000000016	201702	6107
0000000008	201702	5388
0000000008	201712	3091
0000000013	201803	2514
0000000011	201805	479
0000000004	201806	7972
0000000015	201704	7094
0000000014	201711	1915
0000000016	201709	8098
0000000010	201707	9820
0000000018	201801	107
0000000016	201712	9686
0000000009	201704	7540
0000000013	201712	783
0000000003	201710	8535
0000000017	201803	3376
0000000007	201803	2624
0000000006	201702	273
0000000005	201711	918
0000000017	201712	6785
0000000004	201804	207
0000000013	201702	2008
0000000013	201707	467
0000000011	201803	2899
0000000015	201804	2897
0000000016	201806	7461
0000000009	201708	5056
0000000017	201702	5377
0000000013	201712	3186
0000000016	201802	3823
0000000010	201706	7939
0000000008	201712	3396
0000000015	201705	9790
0000000002	201711	3153
0000000003	201711	7647
0000000002	201707	4362
0000000018	201706	9936
0000000018	201801	2453
0000000003	201702	2907
0000000009	201805	7483
0000000021	201804	1348
0000000004	201701	6363
0000000008	201708	1383
0000000012	201701	4870
0000000003	201803	4111
0000000017	201803	8897
0000000013	201806	1123
0000000017	201707	7926
0000000010	201709	5128
0000000007	201801	5458
0000000010	201705	911
0000000020	201710	5128
0000000021	201802	4616
0000000012	201710	24
0000000013	201806	3310
0000000015	201805	3874
0000000006	201711	6481
0000000019	201703	6929
0000000002	201708	333
0000000018	201701	998
0000000010	201803	1567
0000000005	201801	7169
0000000004	201706	2948
0000000004	201709	5312
0000000005	201703	3749
0000000012	201712	6570
0000000004	201707	9579
0000000005	201707	7414
0000000011	201804	3866
0000000003	201707	5886
0000000020	201709	7638
0000000016	201801	7053
0000000002	201705	7978
0000000009	201706	6188
0000000002	201806	6263
0000000004	201802	6925
0000000012	201801	792
0000000007	201710	2939
0000000020	201708	261
0000000020	201706	3539
0000000003	201806	3143
0000000006	201706	844
0000000017	201802	6166
0000000021	201801	4647
0000000010	201804	5379
0000000019	201703	6344
0000000020	201705	7053
0000000019	201702	6414
0000000016	201710	9969
0000000014	201712	307
0000000009	201710	5240
0000000021	201709	8611
0000000013	201703	2947
0000000002	201711	8679
0000000014	201802	5715
0000000008	201708	2455
0000000020	201804	8060
0000000018	201701	3973
0000000016	201804	9423
0000000017	201710	1490
0000000013	201804	2041
0000000015	201703	4952
0000000005	201707	6175
0000000018	201711	4728
0000000005	201706	1019
0000000005	201707	9251
0000000019	201708	3472
0000000018	201805	8637
0000000013	201703	4132
0000000004	201708	140
0000000006	201711	7331
0000000011	201702	7636
0000000007	201806	5141
0000000007	201801	6956
0000000020	201802	5162
0000000010	201710	2832
0000000016	201712	180
0000000021	201711	2838
0000000013	201711	7545
0000000009	201707	3392
0000000011	201710	5463
0000000007	201804	5956
0000000005	201702	3841
0000000021	201710	1638
0000000016	201709	3234
0000000016	201706	5734
0000000006	201707	1266
0000000007	201706	1669
0000000005	201805	2509
0000000009	201805	7354
0000000021	201710	3592
0000000016	201804	7072
0000000014	201711	1468
0000000014	201705	1381
0000000013	201804	4190
0000000009	201805	7766
0000000020	201804	7358
0000000021	201703	5446
0000000010	201801	7379
0000000013	201709	1753
0000000007	201712	2348
0000000012	201802	6735
0000000009	201712	35
0000000016	201806	2844
0000000009	201803	8823
0000000020	201708	9595
0000000018	201704	6386
0000000004	201703	3855
0000000019	201708	47
0000000016	201708	3145
0000000017	201802	5843
0000000013	201708	8320
0000000012	201806	4318
0000000008	201806	8073
0000000002	201803	2781
0000000007	201710	2347
0000000018	201802	4383
0000000002	201709	3796
0000000004	201711	3901
0000000015	201801	8524
0000000006	201708	8600
0000000012	201701	5588
0000000003	201803	3271
0000000020	201711	5920
0000000019	201709	6592
0000000002	201805	1035
0000000010	201806	2242
0000000016	201801	2753
0000000008	201712	6956
0000000008	201702	1185
0000000002	201806	4837
0000000021	201704	5229
0000000018	201702	1356
0000000013	201712	7939
0000000019	201703	8610
0000000019	201702	8616
0000000008	201806	7410
0000000018	201707	2787
0000000013	201701	5303
0000000012	201806	5119
0000000006	201707	5141
0000000012	201705	6341
0000000008	201707	2920
0000000021	201706	4669
0000000012	201703	717
0000000009	201712	2022
0000000003	201712	7746
0000000019	201708	298
0000000002	201804	2448
0000000005	201709	7172
0000000010	201801	6266
0000000008	201806	4769
0000000015	201708	96
0000000008	201710	7467
0000000009	201805	8312
0000000008	201801	8614
0000000020	201708	4146
0000000004	201712	2319
0000000003	201712	6846
0000000013	201707	4848
0000000014	201706	6371
0000000016	201711	7274
0000000010	201801	8138
0000000004	201801	6836
0000000002	201805	8683
0000000004	201705	6202
0000000010	201705	8124
0000000020	201801	3749
0000000009	201709	4473
0000000010	201802	507
0000000006	201801	5084
0000000018	201802	4560
0000000018	201701	4389
0000000004	201806	5521
0000000005	201707	4759
0000000021	201703	8345
0000000015	201706	9046
0000000018	201710	9586
0000000008	201707	8951
0000000004	201709	4120
0000000007	201712	1070
0000000004	201706	4687
0000000012	201805	8260
0000000019	201701	8715
0000000015	201701	9687
0000000002	201803	209
0000000010	201706	3162
0000000009	201703	4340
0000000003	201805	5793
0000000002	201804	2291
0000000014	201710	8603
0000000007	201802	5090
0000000004	201709	6628
0000000020	201702	3151
0000000003	201707	1457
0000000011	201702	5787
0000000002	201802	4681
0000000017	201803	567
0000000006	201702	7106
0000000006	201704	6797
0000000003	201701	6570
0000000009	201701	7525
0000000003	201707	8383
0000000002	201709	5983
0000000017	201712	1491
0000000018	201708	5084
0000000017	201709	4116
0000000014	201707	3723
0000000020	201801	5509
0000000013	201712	7939
0000000003	201707	6042
0000000012	201702	1617
0000000021	201803	7912
0000000021	201704	2209
0000000021	201708	5853
0000000019	201806	7283
0000000010	201806	4439
0000000019	201705	1308
0000000011	201710	580
0000000011	201803	9539
0000000006	201801	6299
0000000021	201805	9459
0000000007	201706	1174
0000000012	201705	9438
0000000014	201701	1666
0000000006	201710	3217
0000000006	201701	6863
0000000017	201708	7487
0000000008	201709	3487
0000000006	201711	3196
0000000003	201804	5008
0000000018	201702	4371
0000000017	201805	5009
0000000009	201803	730
0000000019	201805	2888
0000000005	201703	7125
0000000006	201703	6660
0000000007	201710	5471
0000000013	201806	186
0000000009	201704	2148
0000000015	201804	7862
0000000004	201705	4356
0000000016	201704	9480
0000000014	201803	4197
0000000017	201802	1146
0000000021	201803	1064
0000000013	201711	2584
0000000010	201707	1674
0000000003	201710	1833
0000000021	201707	2869
0000000016	201806	7450
0000000004	201801	8364
0000000014	201805	4863
0000000009	201704	7144
0000000018	201804	9982
0000000019	201804	3851
0000000019	201706	3941
0000000011	201708	1097
0000000004	201712	4051
0000000002	201802	9505
0000000017	201802	4331
0000000014	201709	5810
0000000007	201702	6393
0000000021	201806	7277
0000000017	201708	4136
0000000011	201711	4984
0000000014	201802	4777
0000000012	201806	8145
0000000018	201806	4488
0000000006	201805	8612
0000000013	201711	5520
0000000021	201709	7477
0000000018	201805	3765
0000000011	201703	3616
0000000014	201707	161
0000000008	201806	7831
0000000016	201802	3372
0000000015	201711	7295
0000000018	201806	805
0000000013	201711	5194
0000000020	201702	4103
0000000015	201804	9003
0000000010	201704	1330
0000000015	201710	1688
0000000013	201709	3645
0000000016	201704	9956
0000000013	201705	4538
0000000002	201702	2140
0000000012	201704	9073
0000000018	201804	5953
0000000007	201711	3469
0000000006	201801	3699
0000000010	201801	4106
0000000015	201710	2281
0000000003	201805	579
0000000014	201711	9345
0000000013	201804	9765
0000000007	201710	1750
0000000020	201708	8547
0000000013	201805	8202
0000000016	201712	8403
0000000006	201805	9872
0000000017	201804	1194
0000000002	201804	7174
0000000008	201701	5611
0000000010	201706	2466
0000000003	201702	8585
0000000021	201801	5880
0000000003	201712	5844
0000000017	201805	4661
0000000019	201711	7090
0000000005	201702	4567
0000000006	201705	1131
0000000017	201702	9304
0000000016	201802	7573
0000000002	201801	9661
0000000007	201708	7521
0000000010	201801	6547
0000000009	201705	2590
0000000005	201711	2735
0000000013	201708	3458
0000000018	201709	2645
0000000018	201701	2471
0000000002	201709	4799
0000000003	201803	6927
0000000012	201701	5875
0000000009	201703	30
0000000006	201708	3155
0000000017	201708	241
0000000008	201706	62
0000000005	201710	7715
0000000016	201708	3447
0000000009	201706	7612
0000000004	201712	3402
0000000013	201710	5037
0000000021	201704	5221
0000000004	201702	5080
0000000021	201710	7898
0000000007	201701	8717
0000000017	201711	8615
0000000018	201803	4614
0000000013	201712	6419
0000000018	201705	3486
0000000009	201806	4213
0000000014	201701	9922
0000000002	201801	4410
0000000017	201704	9366
0000000020	201803	1818
0000000004	201705	49
0000000018	201806	7435
0000000021	201801	8403
0000000015	201702	9211
0000000020	201708	8474
0000000016	201702	7193
0000000008	201705	4028
0000000010	201802	9047
0000000013	201805	8667
0000000003	201702	8327
0000000013	201710	3668
0000000003	201710	1963
0000000012	201704	9969
0000000008	201802	3090
0000000008	201704	1889
0000000020	201704	3408
0000000008	201702	1298
0000000011	201709	7436
0000000002	201804	6785
0000000006	201806	2008
0000000002	201707	1532
0000000004	201705	5970
0000000011	201702	1546
0000000018	201805	9694
0000000009	201702	7125
0000000008	201708	6831
0000000013	201712	7017
0000000020	201804	7872
0000000008	201709	7671
0000000008	201705	3780
0000000020	201806	7671
0000000005	201709	341
0000000014	201705	2051
0000000010	201712	1919
0000000013	201805	1659
0000000007	201803	2024
0000000012	201710	9664
0000000004	201704	4220
0000000009	201801	7715
0000000011	201803	5168
0000000019	201701	2273
0000000007	201804	8383
0000000014	201805	9079
0000000006	201802	8021
0000000016	201806	5415
0000000008	201708	6065
0000000002	201701	2526
0000000013	201712	2563
0000000017	201801	1539
0000000011	201805	3479
0000000009	201801	1775
0000000010	201802	919
0000000017	201711	3853
0000000009	201703	299
0000000016	201701	1167
0000000013	201711	9424
0000000016	201806	5915
0000000015	201806	1033
0000000014	201805	4681
0000000012	201701	5342
0000000020	201806	5772
0000000003	201703	4569
0000000020	201703	7333
0000000017	201801	8665
0000000011	201709	1365
0000000002	201806	9860
0000000015	201708	1451
0000000006	201711	2368
0000000002	201701	1460
0000000021	201702	5561
0000000017	201806	5731
0000000004	201704	2635
0000000020	201710	3049
0000000005	201711	8092
0000000013	201803	2070
0000000014	201708	9370
0000000002	201712	9628
0000000014	201705	8732
0000000009	201704	3095
0000000019	201801	6374
0000000010	201703	1742
0000000021	201802	8894
0000000014	201804	5970
0000000018	201801	8327
0000000006	201711	489
0000000002	201710	189
0000000014	201706	9587
0000000003	201711	9783
0000000015	201706	1649
0000000004	201701	690
0000000004	201706	1994
0000000020	201801	2156
0000000008	201805	1482
0000000007	201701	9886
0000000018	201709	9701
0000000004	201710	6380
0000000015	201708	3032
0000000015	201806	2513
0000000003	201701	9710
0000000003	201704	8817
0000000011	201710	830
0000000005	201712	6397
0000000006	201708	7155
0000000009	201703	2136
0000000004	201803	2219
0000000020	201711	7877
0000000011	201703	3790
0000000013	201801	1303
0000000018	201708	2460
0000000011	201801	3860
0000000016	201802	7645
0000000013	201801	6090
0000000009	201803	2512
0000000014	201805	115
0000000005	201712	1024
0000000005	201803	2277
0000000002	201805	3802
0000000012	201803	7633
0000000019	201703	9170
0000000006	201706	758
0000000020	201710	1268
0000000008	201712	4894
0000000014	201806	6412
0000000003	201707	9521
0000000003	201707	1938
0000000012	201709	6097
0000000014	201805	7203
0000000013	201710	9486
0000000018	201709	1633
0000000007	201801	7569
0000000018	201707	2846
0000000004	201707	5252
0000000006	201708	152
0000000010	201803	9677
0000000017	201709	6161
0000000010	201703	3167
0000000011	201701	2494
0000000003	201708	6794
0000000009	201710	1746
0000000008	201708	6492
0000000019	201803	8219
0000000015	201801	4297
0000000005	201704	3637
0000000015	201804	7074
0000000003	201801	5016
0000000016	201701	292
0000000017	201707	2513
0000000017	201801	5696
0000000008	201804	4031
0000000012	201712	531
0000000006	201801	2641
0000000015	201705	1413
0000000018	201803	6245
0000000002	201711	9636
0000000019	201801	6201
0000000017	201802	4257
0000000007	201707	1473
0000000014	201701	4916
0000000021	201704	6609
0000000017	201706	3204
0000000008	201802	5827
0000000018	201705	240
0000000011	201704	2129
0000000007	201803	157
0000000004	201705	6403
0000000018	201803	624
0000000013	201805	4898
0000000013	201701	8612
0000000014	201709	5862
0000000020	201804	8152
0000000017	201804	1304
0000000019	201802	8510
0000000003	201805	5431
0000000013	201707	9607
0000000005	201806	2791
0000000004	201706	9969
0000000017	201702	6917
0000000019	201705	7638
0000000019	201708	5138
0000000017	201803	9665
0000000012	201803	6891
0000000019	201806	1404
0000000017	201711	2419
0000000012	201801	6372
0000000018	201706	661
0000000014	201704	9354
0000000014	201702	968
0000000018	201703	153
0000000020	201707	1705
0000000011	201801	64
0000000019	201703	1370
0000000015	201711	5293
0000000017	201703	8319
0000000016	201706	6461
0000000021	201802	5629
0000000021	201703	5617
0000000008	201805	3031
0000000020	201702	3078
0000000015	201804	2054
0000000018	201702	5604
0000000010	201705	5329
0000000019	201803	6882
0000000010	201802	6986
0000000017	201702	3630
0000000021	201704	1821
0000000015	201702	6099
0000000015	201706	3256
0000000011	201802	8831
0000000011	201707	1423
0000000018	201707	5599
0000000006	201806	8458
0000000012	201802	6987
0000000016	201702	5443
0000000010	201801	665
0000000012	201801	2432
0000000016	201705	4736
0000000012	201703	5686
0000000011	201806	9514
0000000011	201706	6417
0000000012	201701	9824
0000000012	201703	5926
0000000013	201806	3089
0000000014	201708	1463
0000000020	201804	7174
0000000012	201803	950
0000000006	201801	7491
0000000008	201705	6351
0000000019	201806	3385
0000000017	201703	4701
0000000019	201712	5172
0000000021	201802	9555
0000000003	201806	6720
0000000004	201701	1842
0000000006	201803	3571
0000000010	201705	9558
0000000003	201804	6161
0000000005	201803	1987
0000000014	201707	3299
0000000006	201705	4678
0000000015	201802	9452
0000000010	201706	5165
0000000006	201707	5714
0000000014	201711	2361
0000000007	201804	4903
0000000014	201805	1691
0000000011	201708	9857
0000000012	201707	9104
0000000006	201805	8289
0000000021	201702	4767
0000000018	201701	6416
0000000005	201801	1846
0000000017	201702	8011
0000000013	201710	8923
0000000016	201804	2299
0000000019	201805	1752
0000000013	201709	8212
0000000011	201803	5509
0000000004	201711	7144
0000000014	201705	7645
0000000013	201701	2770
0000000003	201711	2716
0000000012	201701	8901
0000000004	201707	781
0000000015	201803	3
0000000009	201701	9957
0000000003	201701	6565
0000000017	201804	5438
0000000011	201802	6125
0000000003	201804	6340
0000000021	201802	6080
0000000010	201806	5569
0000000014	201701	4030
0000000019	201706	4526
0000000002	201706	8735
0000000013	201701	3842
0000000007	201703	5813
0000000017	201803	9891
0000000019	201701	4877
0000000017	201712	6491
0000000019	201711	6643
0000000002	201801	7149
0000000002	201802	9427
0000000018	201702	3197
0000000004	201805	3817
0000000019	201801	8426
0000000018	201803	3835
0000000015	201806	501
0000000021	201708	5806
0000000017	201802	8954
0000000004	201804	2140
0000000006	201805	1483
0000000020	201801	7956
0000000016	201709	5055
0000000004	201712	5068
0000000005	201804	8724
0000000002	201802	2919
0000000018	201706	7391
0000000013	201705	1930
0000000004	201702	2462
0000000012	201802	8005
0000000006	201804	4454
0000000007	201806	5775
0000000016	201710	7589
0000000003	201702	8841
0000000005	201802	483
0000000017	201711	7180
0000000020	201803	8796
0000000004	201703	5056
0000000007	201712	7185
0000000007	201802	8273
0000000011	201712	673
0000000008	201806	3455
0000000021	201801	8960
0000000009	201710	2080
0000000007	201709	2769
0000000015	201703	7651
0000000018	201706	7338
0000000012	201804	6187
0000000004	201705	6163
0000000015	201711	778
0000000015	201710	7203
0000000010	201708	5699
0000000009	201705	9508
0000000007	201802	6286
0000000006	201801	8891
0000000010	201708	193
0000000002	201701	8861
0000000006	201707	8720
0000000008	201806	2463
0000000013	201712	8213
0000000014	201703	357
0000000003	201806	4579
0000000008	201701	9566
0000000012	201708	923
0000000014	201702	7918
0000000020	201704	6865
0000000019	201804	8296
0000000006	201712	2559
0000000009	201711	5945
0000000007	201712	9608
0000000012	201805	1339
0000000016	201805	3879
0000000007	201806	6780
0000000009	201707	9978
0000000012	201703	5890
0000000010	201704	2944
0000000006	201711	8726
0000000005	201704	3576
0000000015	201803	3853
0000000017	201701	1686
0000000009	201705	626
0000000006	201707	6764
0000000016	201802	7851
0000000016	201805	4218
0000000012	201707	5026
0000000011	201704	7904
0000000003	201801	7732
0000000005	201801	5089
0000000011	201802	8968
0000000009	201702	3332
0000000015	201805	918
0000000015	201805	502
0000000017	201701	3764
0000000010	201708	2803
0000000005	201709	4852
0000000003	201705	9312
0000000014	201707	996
0000000016	201804	4320
0000000002	201704	2861
0000000017	201708	4102
0000000012	201710	6848
0000000011	201804	8041
0000000016	201710	7569
0000000006	201805	5908
0000000013	201804	7879
0000000011	201706	5047
0000000007	201705	98
0000000006	201803	2239
0000000012	201707	9583
0000000012	201706	3359
0000000004	201711	7538
0000000007	201704	1075
0000000018	201803	7391
0000000004	201705	1838
0000000004	201804	9917
0000000013	201707	2764
0000000014	201705	6844
0000000017	201802	6852
0000000005	201802	5787
0000000012	201710	5930
0000000015	201710	8658
0000000013	201801	8342
0000000018	201702	432
0000000004	201702	4177
0000000013	201705	181
0000000020	201711	3853
0000000009	201701	5282
0000000003	201806	6568
0000000020	201803	8987
0000000015	201712	4451
0000000021	201702	4145
0000000016	201712	8426
0000000013	201804	5918
0000000002	201805	8203
0000000018	201802	8084
0000000015	201708	4647
0000000017	201706	5725
0000000021	201802	3861
0000000012	201711	6459
0000000016	201703	5738
0000000021	201705	6406
0000000011	201706	6662
0000000008	201804	8427
0000000009	201701	46
0000000010	201804	2474
0000000015	201802	5221
0000000021	201701	6139
0000000003	201702	4634
0000000005	201706	7062
0000000010	201702	6914
0000000005	201710	3866
0000000018	201711	8577
0000000018	201806	282
0000000018	201802	1780
0000000013	201805	8736
0000000007	201804	1657
0000000021	201706	8549
0000000012	201705	4894
0000000005	201711	5187
0000000019	201806	4724
0000000021	201805	2978
0000000005	201705	5391
0000000018	201711	26
0000000005	201712	4149
0000000017	201706	9346
0000000011	201710	410
0000000007	201802	9152
0000000002	201704	3149
0000000019	201708	6736
0000000008	201803	5947
0000000021	201703	211
0000000010	201710	4517
0000000006	201708	492
0000000015	201701	1592
0000000005	201707	8524
0000000018	201706	2255
0000000009	201706	4307
0000000010	201712	5944
0000000014	201706	8353
0000000019	201806	8172
0000000021	201703	1630
0000000010	201702	4577
0000000005	201709	263
0000000004	201712	5963
0000000019	201707	5779
0000000013	201709	9518
0000000005	201708	7377
0000000005	201805	3224
0000000020	201704	6643
0000000009	201803	9775
0000000012	201806	3923
0000000015	201709	8556
0000000004	201701	3548
0000000018	201711	3971
0000000012	201707	1784
0000000008	201706	3539
0000000004	201705	7463
0000000002	201703	3801
0000000015	201705	4178
0000000020	201707	4062
0000000002	201709	3707
0000000013	201802	208
0000000006	201806	2112
0000000003	201712	6609
0000000011	201802	4194
0000000018	201805	1080
0000000016	201702	9865
0000000021	201704	1088
0000000018	201803	6782
0000000011	201706	1962
0000000016	201705	9270
0000000014	201705	549
0000000016	201710	8630
0000000020	201803	4713
0000000006	201710	2610
0000000016	201706	3720
0000000011	201703	4760
0000000009	201704	4855
0000000015	201703	216
0000000005	201804	2479
0000000015	201709	8150
0000000018	201711	8958
0000000012	201804	9041
0000000017	201710	3026
0000000005	201803	8944
0000000018	201806	8714
0000000017	201806	6188
0000000004	201709	2075
