transid	date	cust_id	POS_id	trans_type	amount
20171123000020015	23-11-2017	0000000003	M0015	1	862
20170727000080000	27-07-2017	0000000016	M0000	0	150
20180422000160004	22-04-2018	0000000009	M0004	2	225
20170809000170018	09-08-2017	0000000004	F0018	4	294
20180518000160004	18-05-2018	0000000011	F0004	5	995
20180609000110003	09-06-2018	0000000014	M0003	3	103
20180208000000008	08-02-2018	0000000018	M0008	3	835
20180610000080006	10-06-2018	0000000012	M0006	3	379
20171221000050019	21-12-2017	0000000013	F0019	5	386
20180402000160009	02-04-2018	0000000004	F0009	6	74
20180214000080001	14-02-2018	0000000015	F0001	5	425
20180517000110008	17-05-2018	0000000007	F0008	6	789
20180208000060002	08-02-2018	0000000005	M0002	1	787
20171021000070017	21-10-2017	0000000016	M0017	0	146
20170720000090011	20-07-2017	0000000003	M0011	2	172
20171004000080017	04-10-2017	0000000009	M0017	2	906
20180618000020006	18-06-2018	0000000005	M0006	1	510
20180315000050016	15-03-2018	0000000007	F0016	6	771
20180122000170014	22-01-2018	0000000014	F0014	6	641
20171222000070003	22-12-2017	0000000005	F0003	5	842
20180424000100002	24-04-2018	0000000008	F0002	4	766
20171116000180007	16-11-2017	0000000015	F0007	4	400
20180512000150006	12-05-2018	0000000005	M0006	1	704
20170921000130003	21-09-2017	0000000018	M0003	2	279
20170730000140011	30-07-2017	0000000019	F0011	5	254
20180522000130001	22-05-2018	0000000011	F0001	4	784
20170903000130007	03-09-2017	0000000018	M0007	1	59
20171006000100019	06-10-2017	0000000019	F0019	4	574
20171127000050013	27-11-2017	0000000014	M0013	0	599
20170919000130014	19-09-2017	0000000005	M0014	0	103
20171013000090003	13-10-2017	0000000016	M0003	2	973
20180612000050002	12-06-2018	0000000002	M0002	0	696
20180106000040009	06-01-2018	0000000013	M0009	0	864
20180416000100000	16-04-2018	0000000009	M0000	1	276
20180610000180004	10-06-2018	0000000019	M0004	1	720
20180403000020015	03-04-2018	0000000004	F0015	5	184
20171015000110010	15-10-2017	0000000007	M0010	0	683
20180614000090015	14-06-2018	0000000013	M0015	2	509
20180329000000004	29-03-2018	0000000009	F0004	6	441
20171025000140001	25-10-2017	0000000011	F0001	5	582
20180221000140019	21-02-2018	0000000011	M0019	1	365
20171125000040000	25-11-2017	0000000015	M0000	1	316
20180205000110009	05-02-2018	0000000009	M0009	1	957
20180502000110011	02-05-2018	0000000006	F0011	4	896
20180223000100002	23-02-2018	0000000008	F0002	5	998
20180211000060016	11-02-2018	0000000011	M0016	2	91
20180503000150014	03-05-2018	0000000015	F0014	5	332
20171218000170009	18-12-2017	0000000002	M0009	3	231
20180630000070006	30-06-2018	0000000009	M0006	3	558
20180523000000007	23-05-2018	0000000011	F0007	5	856
20171223000180001	23-12-2017	0000000019	M0001	2	492
20180422000040007	22-04-2018	0000000016	F0007	5	572
20171117000080015	17-11-2017	0000000019	M0015	0	880
20180428000010019	28-04-2018	0000000016	M0019	0	668
20180329000010010	29-03-2018	0000000000	F0010	4	61
20171128000140000	28-11-2017	0000000012	M0000	2	382
20180524000090009	24-05-2018	0000000003	M0009	3	743
20171021000190005	21-10-2017	0000000010	M0005	3	600
20180311000090015	11-03-2018	0000000014	M0015	3	389
20180607000030016	07-06-2018	0000000018	M0016	1	928
20180627000120013	27-06-2018	0000000001	M0013	0	253
20180622000050010	22-06-2018	0000000001	M0010	3	404
20180628000140018	28-06-2018	0000000001	M0018	0	162
20171117000170013	17-11-2017	0000000011	M0013	0	440
20180303000030004	03-03-2018	0000000018	F0004	5	802
20180528000090016	28-05-2018	0000000002	M0016	3	272
20170926000090001	26-09-2017	0000000005	F0001	6	513
20180221000140004	21-02-2018	0000000015	M0004	3	947
20171028000170017	28-10-2017	0000000005	M0017	1	467
20170821000170009	21-08-2017	0000000016	M0009	1	11
20170728000170019	28-07-2017	0000000002	F0019	5	945
20171203000180005	03-12-2017	0000000005	M0005	3	580
20171004000110015	04-10-2017	0000000005	M0015	1	821
20180529000190010	29-05-2018	0000000019	F0010	6	982
20171009000110000	09-10-2017	0000000008	M0000	3	328
20171204000000019	04-12-2017	0000000016	F0019	4	986
20180624000010017	24-06-2018	0000000000	M0017	2	303
20170724000120019	24-07-2017	0000000002	F0019	5	29
20170815000180001	15-08-2017	0000000018	M0001	1	739
20170827000130005	27-08-2017	0000000007	M0005	2	587
20171022000130014	22-10-2017	0000000015	M0014	2	776
20180422000120007	22-04-2018	0000000017	M0007	1	59
20180601000090003	01-06-2018	0000000008	M0003	0	829
20180419000030001	19-04-2018	0000000014	F0001	5	301
20180429000020005	29-04-2018	0000000000	F0005	4	787
20171108000080005	08-11-2017	0000000015	F0005	6	395
20180317000120013	17-03-2018	0000000003	M0013	0	659
20180412000170011	12-04-2018	0000000016	M0011	3	148
20170730000000010	30-07-2017	0000000009	F0010	5	439
20180325000020011	25-03-2018	0000000013	M0011	3	326
20171119000050015	19-11-2017	0000000019	M0015	0	999
20180513000160009	13-05-2018	0000000004	F0009	4	359
20180608000180016	08-06-2018	0000000012	F0016	4	716
20180226000100003	26-02-2018	0000000009	M0003	1	872
20171005000020002	05-10-2017	0000000016	M0002	0	908
20171118000190005	18-11-2017	0000000013	M0005	0	78
20170719000090019	19-07-2017	0000000008	M0019	0	69
20171226000050000	26-12-2017	0000000019	M0000	2	914
20170816000030012	16-08-2017	0000000001	M0012	1	433
20170718000060015	18-07-2017	0000000012	F0015	4	903
20170811000000005	11-08-2017	0000000017	F0005	4	312
20180428000080000	28-04-2018	0000000009	M0000	1	954
20170711000090018	11-07-2017	0000000016	M0018	2	868
20171202000010001	02-12-2017	0000000013	M0001	1	319
20171209000110014	09-12-2017	0000000017	M0014	3	559
20171221000150010	21-12-2017	0000000010	M0010	3	773
20180113000060002	13-01-2018	0000000010	F0002	6	705
20170705000050015	05-07-2017	0000000011	M0015	2	778
20170720000100010	20-07-2017	0000000000	F0010	5	826
20180531000090009	31-05-2018	0000000012	M0009	3	815
20180328000140002	28-03-2018	0000000014	F0002	4	582
20180421000100019	21-04-2018	0000000007	M0019	0	549
20180414000000017	14-04-2018	0000000005	F0017	6	610
20171109000000002	09-11-2017	0000000000	F0002	6	273
20170922000120004	22-09-2017	0000000001	F0004	6	314
20180123000160009	23-01-2018	0000000017	M0009	2	317
20170801000020015	01-08-2017	0000000017	M0015	3	169
20180308000170006	08-03-2018	0000000014	M0006	0	796
20180309000030018	09-03-2018	0000000002	M0018	2	765
20171008000030001	08-10-2017	0000000006	M0001	0	586
20180617000170017	17-06-2018	0000000017	F0017	5	775
20180420000110010	20-04-2018	0000000002	M0010	1	508
20180302000030019	02-03-2018	0000000018	M0019	3	590
20180421000030015	21-04-2018	0000000010	F0015	4	7
20180130000150016	30-01-2018	0000000009	F0016	6	752
20180625000080019	25-06-2018	0000000016	M0019	3	79
20180125000010009	25-01-2018	0000000002	M0009	3	439
20171101000110014	01-11-2017	0000000006	M0014	0	77
20180411000190005	11-04-2018	0000000008	M0005	3	345
20170919000030010	19-09-2017	0000000018	M0010	3	409
20180601000090003	01-06-2018	0000000006	F0003	6	210
20170819000190013	19-08-2017	0000000000	F0013	6	809
20170902000160012	02-09-2017	0000000019	M0012	1	717
20180423000000005	23-04-2018	0000000014	M0005	3	304
20171018000050006	18-10-2017	0000000018	M0006	2	102
20170814000190014	14-08-2017	0000000006	M0014	2	669
20180514000160001	14-05-2018	0000000004	F0001	5	692
20180425000110012	25-04-2018	0000000017	F0012	6	954
20180424000100004	24-04-2018	0000000017	F0004	6	27
20180602000120001	02-06-2018	0000000001	F0001	6	524
20170906000130017	06-09-2017	0000000008	M0017	1	769
20171026000060000	26-10-2017	0000000007	M0000	3	875
20171210000140008	10-12-2017	0000000015	M0008	1	160
20171220000010008	20-12-2017	0000000004	M0008	0	127
20180219000020012	19-02-2018	0000000016	F0012	6	951
20180403000060015	03-04-2018	0000000004	M0015	3	835
20170726000160001	26-07-2017	0000000016	M0001	2	135
20180101000160016	01-01-2018	0000000016	M0016	2	988
20170904000140014	04-09-2017	0000000006	M0014	2	572
20180510000170019	10-05-2018	0000000004	F0019	5	819
20171102000100008	02-11-2017	0000000001	F0008	4	312
20170919000010014	19-09-2017	0000000004	F0014	5	944
20170827000090000	27-08-2017	0000000012	M0000	3	234
20180208000080006	08-02-2018	0000000007	F0006	4	196
20171207000110019	07-12-2017	0000000007	M0019	3	526
20180131000040013	31-01-2018	0000000012	F0013	4	758
20180106000180018	06-01-2018	0000000001	M0018	3	367
20171205000010005	05-12-2017	0000000013	M0005	3	604
20180618000000008	18-06-2018	0000000008	F0008	6	55
20170809000010002	09-08-2017	0000000009	M0002	3	478
20170907000040016	07-09-2017	0000000011	F0016	5	515
20171227000070004	27-12-2017	0000000002	F0004	4	46
20170921000170011	21-09-2017	0000000012	F0011	5	493
20180527000120011	27-05-2018	0000000014	M0011	1	642
20180405000150004	05-04-2018	0000000013	M0004	0	531
20170812000100004	12-08-2017	0000000012	F0004	4	731
20180415000080001	15-04-2018	0000000015	M0001	0	395
20180616000150018	16-06-2018	0000000009	F0018	6	818
20170809000040008	09-08-2017	0000000008	F0008	5	477
20171109000020000	09-11-2017	0000000019	F0000	6	253
20180524000010006	24-05-2018	0000000000	F0006	6	704
20180425000010002	25-04-2018	0000000019	F0002	6	86
20171028000180016	28-10-2017	0000000008	M0016	2	593
20171230000170008	30-12-2017	0000000003	F0008	6	244
20170823000170013	23-08-2017	0000000018	M0013	0	378
20180210000040019	10-02-2018	0000000017	F0019	6	778
20171129000180010	29-11-2017	0000000012	F0010	4	677
20170708000130010	08-07-2017	0000000013	F0010	4	317
20180424000110019	24-04-2018	0000000010	M0019	3	764
20180217000020018	17-02-2018	0000000003	F0018	5	166
20171109000120019	09-11-2017	0000000004	M0019	3	52
20171129000190006	29-11-2017	0000000007	F0006	5	748
20180108000060008	08-01-2018	0000000005	M0008	0	691
20180421000030012	21-04-2018	0000000016	M0012	1	914
20180125000050010	25-01-2018	0000000004	M0010	3	220
20180218000110005	18-02-2018	0000000013	F0005	6	654
20170813000180006	13-08-2017	0000000009	F0006	5	919
20171030000180013	30-10-2017	0000000007	M0013	3	86
20171122000000005	22-11-2017	0000000005	F0005	6	759
20171228000020013	28-12-2017	0000000002	F0013	5	11
20180130000190010	30-01-2018	0000000014	F0010	5	587
20171115000040016	15-11-2017	0000000018	M0016	0	802
20180214000180011	14-02-2018	0000000003	F0011	6	497
20180214000160017	14-02-2018	0000000019	F0017	6	988
20180518000040002	18-05-2018	0000000011	F0002	6	531
20180424000020007	24-04-2018	0000000012	F0007	4	694
20170816000130007	16-08-2017	0000000003	M0007	3	559
20180608000040010	08-06-2018	0000000015	M0010	1	390
20170725000090009	25-07-2017	0000000010	M0009	2	747
20170702000190005	02-07-2017	0000000004	M0005	2	819
20180625000120007	25-06-2018	0000000004	M0007	3	664
20170907000160014	07-09-2017	0000000019	M0014	2	740
20180614000060019	14-06-2018	0000000018	F0019	4	154
20170918000140000	18-09-2017	0000000000	M0000	1	516
20180524000100016	24-05-2018	0000000018	M0016	1	484
20170916000050004	16-09-2017	0000000003	M0004	1	872
20180615000120013	15-06-2018	0000000007	M0013	3	229
20180103000150017	03-01-2018	0000000001	M0017	1	733
20171210000190009	10-12-2017	0000000004	M0009	1	690
20180210000090016	10-02-2018	0000000007	F0016	4	107
20180629000090000	29-06-2018	0000000006	M0000	1	110
20180128000070002	28-01-2018	0000000010	M0002	2	145
20171117000130004	17-11-2017	0000000008	M0004	2	307
20170827000080015	27-08-2017	0000000007	M0015	2	800
20170811000100007	11-08-2017	0000000016	F0007	5	672
20170709000180002	09-07-2017	0000000018	M0002	2	268
20170918000040012	18-09-2017	0000000015	F0012	4	440
20180606000190007	06-06-2018	0000000017	M0007	0	681
20171015000140007	15-10-2017	0000000016	F0007	6	692
20171107000000019	07-11-2017	0000000013	M0019	2	598
20180610000170014	10-06-2018	0000000017	F0014	6	394
20180123000000009	23-01-2018	0000000011	F0009	6	508
20171014000160013	14-10-2017	0000000005	F0013	6	798
20170728000110015	28-07-2017	0000000017	F0015	6	978
20171006000070000	06-10-2017	0000000008	F0000	5	844
20180123000060002	23-01-2018	0000000004	M0002	0	739
20180215000050015	15-02-2018	0000000009	M0015	1	900
20180218000110011	18-02-2018	0000000003	M0011	2	330
20180310000100004	10-03-2018	0000000013	M0004	2	609
20171115000020011	15-11-2017	0000000008	M0011	0	721
20180425000060005	25-04-2018	0000000017	F0005	6	843
20180304000190007	04-03-2018	0000000002	F0007	4	605
20180512000110011	12-05-2018	0000000014	F0011	6	889
20171217000080015	17-12-2017	0000000011	M0015	0	430
20170925000010001	25-09-2017	0000000002	F0001	4	15
20180624000100005	24-06-2018	0000000001	M0005	1	482
20180610000090004	10-06-2018	0000000006	M0004	3	908
20171130000080012	30-11-2017	0000000005	M0012	3	31
20180326000060018	26-03-2018	0000000007	M0018	3	580
20180427000190003	27-04-2018	0000000012	M0003	1	209
20180201000090015	01-02-2018	0000000018	M0015	3	47
20180615000130000	15-06-2018	0000000007	M0000	3	867
20180527000120008	27-05-2018	0000000005	M0008	1	292
20171210000080007	10-12-2017	0000000005	M0007	1	917
20170904000070007	04-09-2017	0000000011	F0007	5	600
20180612000070019	12-06-2018	0000000019	F0019	5	177
20180315000110008	15-03-2018	0000000006	M0008	2	982
20171029000020000	29-10-2017	0000000004	M0000	2	495
20171021000120014	21-10-2017	0000000009	M0014	1	611
20170920000180006	20-09-2017	0000000018	F0006	6	822
20170826000160012	26-08-2017	0000000015	F0012	6	579
20170908000080008	08-09-2017	0000000011	M0008	2	802
20180408000110014	08-04-2018	0000000018	M0014	0	176
20171106000100004	06-11-2017	0000000013	M0004	2	216
20171207000020003	07-12-2017	0000000005	M0003	1	910
20180204000150008	04-02-2018	0000000015	F0008	6	963
20180310000110017	10-03-2018	0000000010	M0017	0	664
20180105000040017	05-01-2018	0000000008	F0017	6	652
20170916000040009	16-09-2017	0000000005	M0009	2	892
20180522000010018	22-05-2018	0000000018	F0018	5	553
20171011000000013	11-10-2017	0000000019	M0013	0	163
20170727000150015	27-07-2017	0000000015	M0015	2	637
20171012000050013	12-10-2017	0000000016	M0013	0	998
20170802000170004	02-08-2017	0000000019	M0004	0	571
20180310000190006	10-03-2018	0000000009	F0006	5	472
20180418000040002	18-04-2018	0000000003	F0002	6	256
20180422000150008	22-04-2018	0000000013	F0008	4	529
20170911000100014	11-09-2017	0000000003	F0014	6	978
20180615000050005	15-06-2018	0000000014	F0005	5	790
20180520000130000	20-05-2018	0000000012	M0000	1	990
20180201000170007	01-02-2018	0000000009	F0007	6	698
20180210000080011	10-02-2018	0000000004	F0011	6	531
20170804000030005	04-08-2017	0000000002	M0005	0	846
20180511000060002	11-05-2018	0000000018	M0002	3	59
20180319000190008	19-03-2018	0000000008	F0008	4	986
20180205000030005	05-02-2018	0000000012	M0005	0	895
20180310000020010	10-03-2018	0000000007	F0010	5	340
20171127000030002	27-11-2017	0000000006	F0002	6	149
20180216000130000	16-02-2018	0000000000	M0000	3	234
20180317000160001	17-03-2018	0000000008	F0001	5	922
20170704000080017	04-07-2017	0000000009	M0017	0	705
20170718000150003	18-07-2017	0000000001	M0003	3	187
20180121000080009	21-01-2018	0000000005	M0009	3	762
20170917000000009	17-09-2017	0000000010	M0009	1	907
20180531000030013	31-05-2018	0000000014	F0013	5	269
20171221000160018	21-12-2017	0000000014	M0018	2	594
20170826000050017	26-08-2017	0000000002	M0017	3	803
20170712000010002	12-07-2017	0000000000	F0002	6	701
20180128000090003	28-01-2018	0000000002	M0003	0	207
20170730000040005	30-07-2017	0000000002	F0005	4	214
20180315000060005	15-03-2018	0000000018	M0005	2	663
20180516000100005	16-05-2018	0000000001	M0005	2	144
20170928000130017	28-09-2017	0000000014	F0017	6	711
20170718000170016	18-07-2017	0000000016	M0016	3	988
20180228000040019	28-02-2018	0000000011	F0019	4	118
20170921000170012	21-09-2017	0000000008	M0012	3	184
20180211000180001	11-02-2018	0000000001	F0001	4	472
20170802000130018	02-08-2017	0000000006	M0018	2	947
20171015000090007	15-10-2017	0000000010	M0007	2	102
20180518000020002	18-05-2018	0000000014	F0002	6	578
20180215000170006	15-02-2018	0000000001	M0006	0	841
20171030000040016	30-10-2017	0000000004	F0016	4	324
20170721000000013	21-07-2017	0000000019	F0013	5	629
20171031000150000	31-10-2017	0000000005	M0000	0	525
20180523000010006	23-05-2018	0000000018	M0006	3	856
20171111000130018	11-11-2017	0000000008	F0018	5	805
20170730000120010	30-07-2017	0000000018	F0010	5	731
20170927000080002	27-09-2017	0000000009	F0002	6	869
20180319000120014	19-03-2018	0000000008	M0014	0	363
20171027000010005	27-10-2017	0000000007	M0005	3	837
20171021000180009	21-10-2017	0000000000	M0009	0	543
20171228000000000	28-12-2017	0000000004	F0000	4	680
20180527000110000	27-05-2018	0000000003	F0000	5	352
20170724000120018	24-07-2017	0000000018	F0018	5	175
20180523000120014	23-05-2018	0000000016	M0014	0	491
20171126000080012	26-11-2017	0000000001	F0012	5	866
20180617000000008	17-06-2018	0000000008	F0008	4	458
20180415000080014	15-04-2018	0000000007	M0014	2	719
20180608000090013	08-06-2018	0000000008	M0013	2	967
20170915000060012	15-09-2017	0000000003	M0012	0	503
20180118000170018	18-01-2018	0000000005	M0018	2	304
20180213000130002	13-02-2018	0000000017	M0002	2	631
20180604000150008	04-06-2018	0000000004	M0008	2	645
20171219000100005	19-12-2017	0000000002	F0005	6	699
20180622000020004	22-06-2018	0000000002	M0004	0	705
20180428000150008	28-04-2018	0000000008	M0008	2	614
20180115000190004	15-01-2018	0000000004	M0004	0	306
20171210000050007	10-12-2017	0000000003	F0007	6	327
20180331000190000	31-03-2018	0000000001	M0000	2	602
20171110000030018	10-11-2017	0000000012	M0018	0	675
20180113000020017	13-01-2018	0000000012	M0017	1	393
20170826000150002	26-08-2017	0000000009	M0002	3	186
20171225000190003	25-12-2017	0000000004	F0003	5	314
20180109000010018	09-01-2018	0000000019	M0018	0	673
20170901000070005	01-09-2017	0000000012	M0005	2	67
20170930000090017	30-09-2017	0000000006	M0017	2	922
20171130000050011	30-11-2017	0000000002	M0011	2	100
20170726000030010	26-07-2017	0000000003	M0010	3	517
20180320000120009	20-03-2018	0000000000	M0009	0	512
20180507000020003	07-05-2018	0000000018	M0003	0	416
20170927000160008	27-09-2017	0000000015	F0008	5	690
20180512000170002	12-05-2018	0000000015	M0002	3	965
20180616000110015	16-06-2018	0000000012	F0015	5	210
20180516000140011	16-05-2018	0000000006	M0011	2	295
20171011000010011	11-10-2017	0000000003	F0011	5	405
20170728000020016	28-07-2017	0000000018	M0016	1	192
20180207000100009	07-02-2018	0000000019	M0009	1	688
20170916000010007	16-09-2017	0000000005	M0007	0	685
20180604000010001	04-06-2018	0000000017	F0001	5	530
20170807000190005	07-08-2017	0000000012	M0005	2	333
20171009000190002	09-10-2017	0000000002	M0002	2	284
20180531000060011	31-05-2018	0000000006	M0011	0	797
20180214000170018	14-02-2018	0000000009	M0018	0	659
20180617000170004	17-06-2018	0000000015	F0004	4	82
20180526000110012	26-05-2018	0000000019	M0012	1	274
20180413000180011	13-04-2018	0000000016	M0011	0	373
20170702000080005	02-07-2017	0000000008	F0005	5	390
20170905000000010	05-09-2017	0000000000	M0010	1	519
20180430000190006	30-04-2018	0000000010	F0006	4	277
20171206000090000	06-12-2017	0000000016	M0000	3	600
20180110000000010	10-01-2018	0000000001	M0010	2	875
20171008000170012	08-10-2017	0000000000	M0012	0	669
20180610000110017	10-06-2018	0000000016	F0017	4	58
20170824000080005	24-08-2017	0000000003	F0005	6	497
20180501000000015	01-05-2018	0000000015	M0015	2	250
20171115000140019	15-11-2017	0000000002	F0019	5	169
20171014000060016	14-10-2017	0000000013	F0016	4	829
20171113000180014	13-11-2017	0000000000	M0014	3	582
20171008000190001	08-10-2017	0000000015	F0001	6	743
20180311000110006	11-03-2018	0000000013	M0006	3	572
20170708000060003	08-07-2017	0000000011	F0003	5	737
20171123000040009	23-11-2017	0000000000	F0009	5	144
20180206000040006	06-02-2018	0000000015	M0006	1	161
20180129000140002	29-01-2018	0000000000	M0002	2	748
20170907000080012	07-09-2017	0000000001	F0012	6	810
20180413000110019	13-04-2018	0000000019	M0019	2	516
20170828000050019	28-08-2017	0000000015	F0019	4	996
20170817000090001	17-08-2017	0000000010	M0001	0	219
20180619000020018	19-06-2018	0000000017	F0018	6	127
20180404000020005	04-04-2018	0000000000	M0005	1	533
20180114000180001	14-01-2018	0000000011	F0001	4	454
20180521000160002	21-05-2018	0000000004	F0002	6	807
